,name_en,text,type
1615,Demi-Human Ashes +8,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of five demi-humans.

Spirits of demi-humans that are small in stature, but have a violent, brutish disposition. Though they may seem intelligent, when night falls, their blood boils and they become feral. Summons five demi-human spirits",goods
1616,Demi-Human Ashes +9,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of five demi-humans.

Spirits of demi-humans that are small in stature, but have a violent, brutish disposition. Though they may seem intelligent, when night falls, their blood boils and they become feral. Summons five demi-human spirits",goods
1617,Demi-Human Ashes +10,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of five demi-humans.

Spirits of demi-humans that are small in stature, but have a violent, brutish disposition. Though they may seem intelligent, when night falls, their blood boils and they become feral. Summons five demi-human spirits",goods
1618,Rotten Stray Ashes,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a rotten stray.

Spirit of a stray dog corrupted by the scarlet rot.
Though it is only a small creature, it is as violent as it is nimble, and its fangs fester with poisonous rot. Summons rotten stray spirit",goods
1619,Rotten Stray Ashes +1,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a rotten stray.

Spirit of a stray dog corrupted by the scarlet rot.
Though it is only a small creature, it is as violent as it is nimble, and its fangs fester with poisonous rot. Summons rotten stray spirit",goods
1620,Rotten Stray Ashes +2,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a rotten stray.

Spirit of a stray dog corrupted by the scarlet rot.
Though it is only a small creature, it is as violent as it is nimble, and its fangs fester with poisonous rot. Summons rotten stray spirit",goods
1621,Rotten Stray Ashes +3,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a rotten stray.

Spirit of a stray dog corrupted by the scarlet rot.
Though it is only a small creature, it is as violent as it is nimble, and its fangs fester with poisonous rot. Summons rotten stray spirit",goods
1622,Rotten Stray Ashes +4,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a rotten stray.

Spirit of a stray dog corrupted by the scarlet rot.
Though it is only a small creature, it is as violent as it is nimble, and its fangs fester with poisonous rot. Summons rotten stray spirit",goods
1623,Rotten Stray Ashes +5,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a rotten stray.

Spirit of a stray dog corrupted by the scarlet rot.
Though it is only a small creature, it is as violent as it is nimble, and its fangs fester with poisonous rot. Summons rotten stray spirit",goods
1624,Rotten Stray Ashes +6,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a rotten stray.

Spirit of a stray dog corrupted by the scarlet rot.
Though it is only a small creature, it is as violent as it is nimble, and its fangs fester with poisonous rot. Summons rotten stray spirit",goods
1625,Rotten Stray Ashes +7,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a rotten stray.

Spirit of a stray dog corrupted by the scarlet rot.
Though it is only a small creature, it is as violent as it is nimble, and its fangs fester with poisonous rot. Summons rotten stray spirit",goods
1626,Rotten Stray Ashes +8,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a rotten stray.

Spirit of a stray dog corrupted by the scarlet rot.
Though it is only a small creature, it is as violent as it is nimble, and its fangs fester with poisonous rot. Summons rotten stray spirit",goods
1627,Rotten Stray Ashes +9,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a rotten stray.

Spirit of a stray dog corrupted by the scarlet rot.
Though it is only a small creature, it is as violent as it is nimble, and its fangs fester with poisonous rot. Summons rotten stray spirit",goods
1628,Rotten Stray Ashes +10,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a rotten stray.

Spirit of a stray dog corrupted by the scarlet rot.
Though it is only a small creature, it is as violent as it is nimble, and its fangs fester with poisonous rot. Summons rotten stray spirit",goods
1629,Spirit Jellyfish Ashes,"Ashen remains in which spirits yet dwell.
Use to summon a spirit jellyfish.

A floating spirit that illuminates its surroundings. 
Prone to tears, the jellyfish girl searches for her distant home. Will bravely spew poison at foes on her summoner's behalf.

It seems her name is Aurelia. Summons spirit jellyfish",goods
1630,Spirit Jellyfish Ashes +1,"Ashen remains in which spirits yet dwell.
Use to summon a spirit jellyfish.

A floating spirit that illuminates its surroundings. 
Prone to tears, the jellyfish girl searches for her distant home. Will bravely spew poison at foes on her summoner's behalf.

It seems her name is Aurelia. Summons spirit jellyfish",goods
1631,Spirit Jellyfish Ashes +2,"Ashen remains in which spirits yet dwell.
Use to summon a spirit jellyfish.

A floating spirit that illuminates its surroundings. 
Prone to tears, the jellyfish girl searches for her distant home. Will bravely spew poison at foes on her summoner's behalf.

It seems her name is Aurelia. Summons spirit jellyfish",goods
1632,Spirit Jellyfish Ashes +3,"Ashen remains in which spirits yet dwell.
Use to summon a spirit jellyfish.

A floating spirit that illuminates its surroundings. 
Prone to tears, the jellyfish girl searches for her distant home. Will bravely spew poison at foes on her summoner's behalf.

It seems her name is Aurelia. Summons spirit jellyfish",goods
1633,Spirit Jellyfish Ashes +4,"Ashen remains in which spirits yet dwell.
Use to summon a spirit jellyfish.

A floating spirit that illuminates its surroundings. 
Prone to tears, the jellyfish girl searches for her distant home. Will bravely spew poison at foes on her summoner's behalf.

It seems her name is Aurelia. Summons spirit jellyfish",goods
1634,Spirit Jellyfish Ashes +5,"Ashen remains in which spirits yet dwell.
Use to summon a spirit jellyfish.

A floating spirit that illuminates its surroundings. 
Prone to tears, the jellyfish girl searches for her distant home. Will bravely spew poison at foes on her summoner's behalf.

It seems her name is Aurelia. Summons spirit jellyfish",goods
1635,Spirit Jellyfish Ashes +6,"Ashen remains in which spirits yet dwell.
Use to summon a spirit jellyfish.

A floating spirit that illuminates its surroundings. 
Prone to tears, the jellyfish girl searches for her distant home. Will bravely spew poison at foes on her summoner's behalf.

It seems her name is Aurelia. Summons spirit jellyfish",goods
1636,Spirit Jellyfish Ashes +7,"Ashen remains in which spirits yet dwell.
Use to summon a spirit jellyfish.

A floating spirit that illuminates its surroundings. 
Prone to tears, the jellyfish girl searches for her distant home. Will bravely spew poison at foes on her summoner's behalf.

It seems her name is Aurelia. Summons spirit jellyfish",goods
1637,Spirit Jellyfish Ashes +8,"Ashen remains in which spirits yet dwell.
Use to summon a spirit jellyfish.

A floating spirit that illuminates its surroundings. 
Prone to tears, the jellyfish girl searches for her distant home. Will bravely spew poison at foes on her summoner's behalf.

It seems her name is Aurelia. Summons spirit jellyfish",goods
1638,Spirit Jellyfish Ashes +9,"Ashen remains in which spirits yet dwell.
Use to summon a spirit jellyfish.

A floating spirit that illuminates its surroundings. 
Prone to tears, the jellyfish girl searches for her distant home. Will bravely spew poison at foes on her summoner's behalf.

It seems her name is Aurelia. Summons spirit jellyfish",goods
1639,Spirit Jellyfish Ashes +10,"Ashen remains in which spirits yet dwell.
Use to summon a spirit jellyfish.

A floating spirit that illuminates its surroundings. 
Prone to tears, the jellyfish girl searches for her distant home. Will bravely spew poison at foes on her summoner's behalf.

It seems her name is Aurelia. Summons spirit jellyfish",goods
1640,Warhawk Ashes,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a warhawk.

Spirit of a Stormveil warhawk, the talons of which have been sliced off so that razor-fine swords could be grafted in their place.
With its lord vanquished, and its wings wounded, the hawk perished as it solemnly gazed at its former home.
The storm is a warhawk's cradle. Summons warhawk spirit",goods
1641,Warhawk Ashes +1,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a warhawk.

Spirit of a Stormveil warhawk, the talons of which have been sliced off so that razor-fine swords could be grafted in their place.
With its lord vanquished, and its wings wounded, the hawk perished as it solemnly gazed at its former home.
The storm was its cradle. Summons warhawk spirit",goods
1642,Warhawk Ashes +2,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a warhawk.

Spirit of a Stormveil warhawk, the talons of which have been sliced off so that razor-fine swords could be grafted in their place.
With its lord vanquished, and its wings wounded, the hawk perished as it solemnly gazed at its former home.
The storm was its cradle. Summons warhawk spirit",goods
1643,Warhawk Ashes +3,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a warhawk.

Spirit of a Stormveil warhawk, the talons of which have been sliced off so that razor-fine swords could be grafted in their place.
With its lord vanquished, and its wings wounded, the hawk perished as it solemnly gazed at its former home.
The storm was its cradle. Summons warhawk spirit",goods
1644,Warhawk Ashes +4,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a warhawk.

Spirit of a Stormveil warhawk, the talons of which have been sliced off so that razor-fine swords could be grafted in their place.
With its lord vanquished, and its wings wounded, the hawk perished as it solemnly gazed at its former home.
The storm was its cradle. Summons warhawk spirit",goods
1645,Warhawk Ashes +5,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a warhawk.

Spirit of a Stormveil warhawk, the talons of which have been sliced off so that razor-fine swords could be grafted in their place.
With its lord vanquished, and its wings wounded, the hawk perished as it solemnly gazed at its former home.
The storm was its cradle. Summons warhawk spirit",goods
1646,Warhawk Ashes +6,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a warhawk.

Spirit of a Stormveil warhawk, the talons of which have been sliced off so that razor-fine swords could be grafted in their place.
With its lord vanquished, and its wings wounded, the hawk perished as it solemnly gazed at its former home.
The storm was its cradle. Summons warhawk spirit",goods
1647,Warhawk Ashes +7,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a warhawk.

Spirit of a Stormveil warhawk, the talons of which have been sliced off so that razor-fine swords could be grafted in their place.
With its lord vanquished, and its wings wounded, the hawk perished as it solemnly gazed at its former home.
The storm was its cradle. Summons warhawk spirit",goods
1648,Warhawk Ashes +8,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a warhawk.

Spirit of a Stormveil warhawk, the talons of which have been sliced off so that razor-fine swords could be grafted in their place.
With its lord vanquished, and its wings wounded, the hawk perished as it solemnly gazed at its former home.
The storm was its cradle. Summons warhawk spirit",goods
1649,Warhawk Ashes +9,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a warhawk.

Spirit of a Stormveil warhawk, the talons of which have been sliced off so that razor-fine swords could be grafted in their place.
With its lord vanquished, and its wings wounded, the hawk perished as it solemnly gazed at its former home.
The storm was its cradle. Summons warhawk spirit",goods
1650,Warhawk Ashes +10,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a warhawk.

Spirit of a Stormveil warhawk, the talons of which have been sliced off so that razor-fine swords could be grafted in their place.
With its lord vanquished, and its wings wounded, the hawk perished as it solemnly gazed at its former home.
The storm was its cradle. Summons warhawk spirit",goods
1651,Stormhawk Deenh,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of Deenh the Stormhawk.

Spirit of a fierce hawk that faithfully rendered lifelong service to the old king of Stormveil long ago, when the true storm raged. Its cries embolden its fellows in battle, and the tempestuous winds that encircle it shred through foes. Summons spirit of Stormhawk Deenh",goods
1652,Stormhawk Deenh +1,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of Deenh the Stormhawk.

Spirit of a fierce hawk that faithfully rendered lifelong service to the old king of Stormveil long ago, when the true storm raged. Its cries embolden its fellows in battle, and the tempestuous winds that encircle it shred through foes. Summons spirit of Stormhawk Deenh",goods
1653,Stormhawk Deenh +2,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of Deenh the Stormhawk.

Spirit of a fierce hawk that faithfully rendered lifelong service to the old king of Stormveil long ago, when the true storm raged. Its cries embolden its fellows in battle, and the tempestuous winds that encircle it shred through foes. Summons spirit of Stormhawk Deenh",goods
1654,Stormhawk Deenh +3,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of Deenh the Stormhawk.

Spirit of a fierce hawk that faithfully rendered lifelong service to the old king of Stormveil long ago, when the true storm raged. Its cries embolden its fellows in battle, and the tempestuous winds that encircle it shred through foes. Summons spirit of Stormhawk Deenh",goods
1655,Stormhawk Deenh +4,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of Deenh the Stormhawk.

Spirit of a fierce hawk that faithfully rendered lifelong service to the old king of Stormveil long ago, when the true storm raged. Its cries embolden its fellows in battle, and the tempestuous winds that encircle it shred through foes. Summons spirit of Stormhawk Deenh",goods
1656,Stormhawk Deenh +5,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of Deenh the Stormhawk.

Spirit of a fierce hawk that faithfully rendered lifelong service to the old king of Stormveil long ago, when the true storm raged. Its cries embolden its fellows in battle, and the tempestuous winds that encircle it shred through foes. Summons spirit of Stormhawk Deenh",goods
1657,Stormhawk Deenh +6,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of Deenh the Stormhawk.

Spirit of a fierce hawk that faithfully rendered lifelong service to the old king of Stormveil long ago, when the true storm raged. Its cries embolden its fellows in battle, and the tempestuous winds that encircle it shred through foes. Summons spirit of Stormhawk Deenh",goods
1658,Stormhawk Deenh +7,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of Deenh the Stormhawk.

Spirit of a fierce hawk that faithfully rendered lifelong service to the old king of Stormveil long ago, when the true storm raged. Its cries embolden its fellows in battle, and the tempestuous winds that encircle it shred through foes. Summons spirit of Stormhawk Deenh",goods
1659,Stormhawk Deenh +8,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of Deenh the Stormhawk.

Spirit of a fierce hawk that faithfully rendered lifelong service to the old king of Stormveil long ago, when the true storm raged. Its cries embolden its fellows in battle, and the tempestuous winds that encircle it shred through foes. Summons spirit of Stormhawk Deenh",goods
1660,Stormhawk Deenh +9,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of Deenh the Stormhawk.

Spirit of a fierce hawk that faithfully rendered lifelong service to the old king of Stormveil long ago, when the true storm raged. Its cries embolden its fellows in battle, and the tempestuous winds that encircle it shred through foes. Summons spirit of Stormhawk Deenh",goods
1661,Stormhawk Deenh +10,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of Deenh the Stormhawk.

Spirit of a fierce hawk that faithfully rendered lifelong service to the old king of Stormveil long ago, when the true storm raged. Its cries embolden its fellows in battle, and the tempestuous winds that encircle it shred through foes. Summons spirit of Stormhawk Deenh",goods
1662,Bloodhound Knight Floh,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of Floh, the Bloodhound Knight.

Spirit of a Bloodhound Knight they called the Rabid Stray. Will attack without pause immediately after being summoned.
Floh vowed that there was only one lord he would serve: a true king. And so, the Rabid Stray never found a master. Summons spirit of Bloodhound Knight Floh",goods
1663,Bloodhound Knight Floh +1,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of Floh, the Bloodhound Knight.

Spirit of a Bloodhound Knight they called the Rabid Stray. Will attack without pause immediately after being summoned.
Floh vowed that there was only one lord he would serve: a true king. And so, the Rabid Stray never found a master. Summons spirit of Bloodhound Knight Floh",goods
1664,Bloodhound Knight Floh +2,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of Floh, the Bloodhound Knight.

Spirit of a Bloodhound Knight they called the Rabid Stray. Will attack without pause immediately after being summoned.
Floh vowed that there was only one lord he would serve: a true king. And so, the Rabid Stray never found a master. Summons spirit of Bloodhound Knight Floh",goods
1665,Bloodhound Knight Floh +3,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of Floh, the Bloodhound Knight.

Spirit of a Bloodhound Knight they called the Rabid Stray. Will attack without pause immediately after being summoned.
Floh vowed that there was only one lord he would serve: a true king. And so, the Rabid Stray never found a master. Summons spirit of Bloodhound Knight Floh",goods
1666,Bloodhound Knight Floh +4,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of Floh, the Bloodhound Knight.

Spirit of a Bloodhound Knight they called the Rabid Stray. Will attack without pause immediately after being summoned.
Floh vowed that there was only one lord he would serve: a true king. And so, the Rabid Stray never found a master. Summons spirit of Bloodhound Knight Floh",goods
1667,Bloodhound Knight Floh +5,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of Floh, the Bloodhound Knight.

Spirit of a Bloodhound Knight they called the Rabid Stray. Will attack without pause immediately after being summoned.
Floh vowed that there was only one lord he would serve: a true king. And so, the Rabid Stray never found a master. Summons spirit of Bloodhound Knight Floh",goods
1668,Bloodhound Knight Floh +6,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of Floh, the Bloodhound Knight.

Spirit of a Bloodhound Knight they called the Rabid Stray. Will attack without pause immediately after being summoned.
Floh vowed that there was only one lord he would serve: a true king. And so, the Rabid Stray never found a master. Summons spirit of Bloodhound Knight Floh",goods
1669,Bloodhound Knight Floh +7,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of Floh, the Bloodhound Knight.

Spirit of a Bloodhound Knight they called the Rabid Stray. Will attack without pause immediately after being summoned.
Floh vowed that there was only one lord he would serve: a true king. And so, the Rabid Stray never found a master. Summons spirit of Bloodhound Knight Floh",goods
1670,Bloodhound Knight Floh +8,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of Floh, the Bloodhound Knight.

Spirit of a Bloodhound Knight they called the Rabid Stray. Will attack without pause immediately after being summoned.
Floh vowed that there was only one lord he would serve: a true king. And so, the Rabid Stray never found a master. Summons spirit of Bloodhound Knight Floh",goods
1671,Bloodhound Knight Floh +9,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of Floh, the Bloodhound Knight.

Spirit of a Bloodhound Knight they called the Rabid Stray. Will attack without pause immediately after being summoned.
Floh vowed that there was only one lord he would serve: a true king. And so, the Rabid Stray never found a master. Summons spirit of Bloodhound Knight Floh",goods
1672,Bloodhound Knight Floh +10,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of Floh, the Bloodhound Knight.

Spirit of a Bloodhound Knight they called the Rabid Stray. Will attack without pause immediately after being summoned.
Floh vowed that there was only one lord he would serve: a true king. And so, the Rabid Stray never found a master. Summons spirit of Bloodhound Knight Floh",goods
1673,Wandering Noble Ashes,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of five wandering nobles.

The spirits of nobles who, after death, now wander the Lands Between. Surely they were in search of something once—but whatever it was has long been forgotten. Summons five wandering noble spirits",goods
1674,Wandering Noble Ashes +1,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of five wandering nobles.

The spirits of nobles who, after death, now wander the Lands Between. Surely they were in search of something once—but whatever it was has long been forgotten. Summons five wandering noble spirits",goods
1675,Wandering Noble Ashes +2,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of five wandering nobles.

The spirits of nobles who, after death, now wander the Lands Between. Surely they were in search of something once—but whatever it was has long been forgotten. Summons five wandering noble spirits",goods
1676,Wandering Noble Ashes +3,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of five wandering nobles.

The spirits of nobles who, after death, now wander the Lands Between. Surely they were in search of something once—but whatever it was has long been forgotten. Summons five wandering noble spirits",goods
1677,Wandering Noble Ashes +4,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of five wandering nobles.

The spirits of nobles who, after death, now wander the Lands Between. Surely they were in search of something once—but whatever it was has long been forgotten. Summons five wandering noble spirits",goods
1678,Wandering Noble Ashes +5,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of five wandering nobles.

The spirits of nobles who, after death, now wander the Lands Between. Surely they were in search of something once—but whatever it was has long been forgotten. Summons five wandering noble spirits",goods
1679,Wandering Noble Ashes +6,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of five wandering nobles.

The spirits of nobles who, after death, now wander the Lands Between. Surely they were in search of something once—but whatever it was has long been forgotten. Summons five wandering noble spirits",goods
1680,Wandering Noble Ashes +7,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of five wandering nobles.

The spirits of nobles who, after death, now wander the Lands Between. Surely they were in search of something once—but whatever it was has long been forgotten. Summons five wandering noble spirits",goods
1681,Wandering Noble Ashes +8,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of five wandering nobles.

The spirits of nobles who, after death, now wander the Lands Between. Surely they were in search of something once—but whatever it was has long been forgotten. Summons five wandering noble spirits",goods
1682,Wandering Noble Ashes +9,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of five wandering nobles.

The spirits of nobles who, after death, now wander the Lands Between. Surely they were in search of something once—but whatever it was has long been forgotten. Summons five wandering noble spirits",goods
1683,Wandering Noble Ashes +10,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of five wandering nobles.

The spirits of nobles who, after death, now wander the Lands Between. Surely they were in search of something once—but whatever it was has long been forgotten. Summons five wandering noble spirits",goods
1684,Noble Sorcerer Ashes,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a noble sorcerer.

Spirit of a nobleman who once asked to be given a place at Raya Lucaria to learn glintstone sorceries.
His talents were insufficient to be worthy of donning the stone crown, however, and he is only capable of using the most rudimentary sorcery. Summons noble sorcerer spirit",goods
1685,Noble Sorcerer Ashes +1,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a noble sorcerer.

Spirit of a nobleman who once asked to be given a place at Raya Lucaria to learn glintstone sorceries.
His talents were insufficient to be worthy of donning the stone crown, however, and he is only capable of using the most rudimentary sorcery. Summons noble sorcerer spirit",goods
1686,Noble Sorcerer Ashes +2,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a noble sorcerer.

Spirit of a nobleman who once asked to be given a place at Raya Lucaria to learn glintstone sorceries.
His talents were insufficient to be worthy of donning the stone crown, however, and he is only capable of using the most rudimentary sorcery. Summons noble sorcerer spirit",goods
1687,Noble Sorcerer Ashes +3,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a noble sorcerer.

Spirit of a nobleman who once asked to be given a place at Raya Lucaria to learn glintstone sorceries.
His talents were insufficient to be worthy of donning the stone crown, however, and he is only capable of using the most rudimentary sorcery. Summons noble sorcerer spirit",goods
1688,Noble Sorcerer Ashes +4,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a noble sorcerer.

Spirit of a nobleman who once asked to be given a place at Raya Lucaria to learn glintstone sorceries.
His talents were insufficient to be worthy of donning the stone crown, however, and he is only capable of using the most rudimentary sorcery. Summons noble sorcerer spirit",goods
1689,Noble Sorcerer Ashes +5,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a noble sorcerer.

Spirit of a nobleman who once asked to be given a place at Raya Lucaria to learn glintstone sorceries.
His talents were insufficient to be worthy of donning the stone crown, however, and he is only capable of using the most rudimentary sorcery. Summons noble sorcerer spirit",goods
1690,Noble Sorcerer Ashes +6,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a noble sorcerer.

Spirit of a nobleman who once asked to be given a place at Raya Lucaria to learn glintstone sorceries.
His talents were insufficient to be worthy of donning the stone crown, however, and he is only capable of using the most rudimentary sorcery. Summons noble sorcerer spirit",goods
1691,Noble Sorcerer Ashes +7,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a noble sorcerer.

Spirit of a nobleman who once asked to be given a place at Raya Lucaria to learn glintstone sorceries.
His talents were insufficient to be worthy of donning the stone crown, however, and he is only capable of using the most rudimentary sorcery. Summons noble sorcerer spirit",goods
1692,Noble Sorcerer Ashes +8,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a noble sorcerer.

Spirit of a nobleman who once asked to be given a place at Raya Lucaria to learn glintstone sorceries.
His talents were insufficient to be worthy of donning the stone crown, however, and he is only capable of using the most rudimentary sorcery. Summons noble sorcerer spirit",goods
1693,Noble Sorcerer Ashes +9,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a noble sorcerer.

Spirit of a nobleman who once asked to be given a place at Raya Lucaria to learn glintstone sorceries.
His talents were insufficient to be worthy of donning the stone crown, however, and he is only capable of using the most rudimentary sorcery. Summons noble sorcerer spirit",goods
1694,Noble Sorcerer Ashes +10,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a noble sorcerer.

Spirit of a nobleman who once asked to be given a place at Raya Lucaria to learn glintstone sorceries.
His talents were insufficient to be worthy of donning the stone crown, however, and he is only capable of using the most rudimentary sorcery. Summons noble sorcerer spirit",goods
1695,Vulgar Militia Ashes,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of three vulgar militiamen.

Spirits of the vulgar militia who wield long-hafted, serrated hatchets. These brutal weapons are particularly effective at causing blood loss to opponents.
In the Lands Between, the small were scorned, and so they formed their vulgar militia as a means to make a living, albeit in ignominy. Summons three vulgar militia spirits",goods
1696,Vulgar Militia Ashes +1,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of three vulgar militiamen.

Spirits of the vulgar militia who wield long-hafted, serrated hatchets. These brutal weapons are particularly effective at causing blood loss to opponents.
In the Lands Between, the small were scorned, and so they formed their vulgar militia as a means to make a living, albeit in ignominy. Summons three vulgar militia spirits",goods
1697,Vulgar Militia Ashes +2,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of three vulgar militiamen.

Spirits of the vulgar militia who wield long-hafted, serrated hatchets. These brutal weapons are particularly effective at causing blood loss to opponents.
In the Lands Between, the small were scorned, and so they formed their vulgar militia as a means to make a living, albeit in ignominy. Summons three vulgar militia spirits",goods
1698,Vulgar Militia Ashes +3,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of three vulgar militiamen.

Spirits of the vulgar militia who wield long-hafted, serrated hatchets. These brutal weapons are particularly effective at causing blood loss to opponents.
In the Lands Between, the small were scorned, and so they formed their vulgar militia as a means to make a living, albeit in ignominy. Summons three vulgar militia spirits",goods
1699,Vulgar Militia Ashes +4,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of three vulgar militiamen.

Spirits of the vulgar militia who wield long-hafted, serrated hatchets. These brutal weapons are particularly effective at causing blood loss to opponents.
In the Lands Between, the small were scorned, and so they formed their vulgar militia as a means to make a living, albeit in ignominy. Summons three vulgar militia spirits",goods
1700,Vulgar Militia Ashes +5,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of three vulgar militiamen.

Spirits of the vulgar militia who wield long-hafted, serrated hatchets. These brutal weapons are particularly effective at causing blood loss to opponents.
In the Lands Between, the small were scorned, and so they formed their vulgar militia as a means to make a living, albeit in ignominy. Summons three vulgar militia spirits",goods
1701,Vulgar Militia Ashes +6,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of three vulgar militiamen.

Spirits of the vulgar militia who wield long-hafted, serrated hatchets. These brutal weapons are particularly effective at causing blood loss to opponents.
In the Lands Between, the small were scorned, and so they formed their vulgar militia as a means to make a living, albeit in ignominy. Summons three vulgar militia spirits",goods
1702,Vulgar Militia Ashes +7,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of three vulgar militiamen.

Spirits of the vulgar militia who wield long-hafted, serrated hatchets. These brutal weapons are particularly effective at causing blood loss to opponents.
In the Lands Between, the small were scorned, and so they formed their vulgar militia as a means to make a living, albeit in ignominy. Summons three vulgar militia spirits",goods
1703,Vulgar Militia Ashes +8,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of three vulgar militiamen.

Spirits of the vulgar militia who wield long-hafted, serrated hatchets. These brutal weapons are particularly effective at causing blood loss to opponents.
In the Lands Between, the small were scorned, and so they formed their vulgar militia as a means to make a living, albeit in ignominy. Summons three vulgar militia spirits",goods
1704,Vulgar Militia Ashes +9,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of three vulgar militiamen.

Spirits of the vulgar militia who wield long-hafted, serrated hatchets. These brutal weapons are particularly effective at causing blood loss to opponents.
In the Lands Between, the small were scorned, and so they formed their vulgar militia as a means to make a living, albeit in ignominy. Summons three vulgar militia spirits",goods
1705,Vulgar Militia Ashes +10,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of three vulgar militiamen.

Spirits of the vulgar militia who wield long-hafted, serrated hatchets. These brutal weapons are particularly effective at causing blood loss to opponents.
In the Lands Between, the small were scorned, and so they formed their vulgar militia as a means to make a living, albeit in ignominy. Summons three vulgar militia spirits",goods
1706,Mad Pumpkin Head Ashes,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a mad pumpkin head.

Spirit of a mad soldier with a large, brawny physique.
Though he has stifled his panic within the dark confines of his helmet, he rampages as if driven mad when agitated by bloodshed or the humming of insects.
This mad soldier is all that is left of a broken gladiator. Summons mad pumpkin head spirit",goods
